x	y			kolo	kwadrat	pi							kolo	kwadrat				
70	244	0	1	4170	5265	3,168091168												
126	328	0	1	4171	5266	3,168249145												
278	115	0	1	4172	5267	3,168407063												
93	193	0	1	4173	5268	3,16856492												
396	172	0	1	4174	5269	3,168722718												
337	280	0	1	4175	5270	3,168880455												
100	264	0	1	4176	5271	3,169038133												
247	345	0	1	4177	5272	3,169195751												
342	182	0	1	4178	5273	3,169353309												
174	207	0	1	4179	5274	3,169510808												
200	217	0	1	4180	5275	3,169668246												
179	58	0	1	4181	5276	3,169825625												
157	314	0	1	4182	5277	3,169982945												
97	96	0	1	4183	5278	3,170140205												
164	360	0	1	4184	5279	3,170297405												
118	51	0	1	4185	5280	3,170454545												
379	24	0	0	4185	5281	3,169854194												
106	222	0	1	4186	5282	3,170011359												
78	128	0	1	4187	5283	3,170168465												
166	374	0	1	4188	5284	3,170325511												
152	351	0	1	4189	5285	3,170482498												
288	8	0	0	4189	5286	3,169882709												
221	118	0	1	4190	5287	3,17003972												
242	131	0	1	4191	5288	3,170196672												
162	165	0	1	4192	5289	3,170353564												
351	349	0	0	4192	5290	3,169754253												
188	194	0	1	4193	5291	3,16991117												
111	85	0	1	4194	5292	3,170068027												
82	15	0	0	4194	5293	3,16946911												
332	188	0	1	4195	5294	3,169625992												
257	185	0	1	4196	5295	3,169782814												
5	390	0	0	4196	5296	3,16918429												
170	396	0	1	4197	5297	3,169341136												
111	52	0	1	4198	5298	3,169497924												
44	60	0	0	4198	5299	3,168899792												
384	117	0	0	4198	5300	3,168301887												
193	179	0	1	4199	5301	3,168458781												
346	398	0	0	4199	5302	3,167861184												
48	349	0	0	4199	5303	3,167263813												
177	342	0	1	4200	5304	3,167420814												
101	207	0	1	4201	5305	3,167577757												
205	169	0	1	4202	5306	3,16773464												
227	302	0	1	4203	5307	3,167891464												
385	125	0	1	4204	5308	3,168048229												
48	88	0	1	4205	5309	3,168204935												
51	110	0	1	4206	5310	3,168361582												
201	95	0	1	4207	5311	3,16851817												
388	333	0	0	4207	5312	3,167921687												
7	294	0	0	4207	5313	3,167325428												
357	304	0	1	4208	5314	3,167482123												
360	12	0	0	4208	5315	3,166886171												
235	265	0	1	4209	5316	3,167042889												
17	388	0	0	4209	5317	3,166447245												
196	169	0	1	4210	5318	3,166603986												
210	100	0	1	4211	5319	3,166760669												
245	40	0	1	4212	5320	3,166917293												
171	197	0	1	4213	5321	3,167073858												
236	166	0	1	4214	5322	3,167230365												
95	93	0	1	4215	5323	3,167386812												
218	288	0	1	4216	5324	3,167543201												
45	226	0	1	4217	5325	3,167699531												
87	384	0	0	4217	5326	3,167104769												
170	16	0	1	4218	5327	3,167261123												
254	209	0	1	4219	5328	3,167417417												
55	157	0	1	4220	5329	3,167573654												
44	31	0	0	4220	5330	3,166979362												
304	131	0	1	4221	5331	3,167135622												
219	98	0	1	4222	5332	3,167291823												
331	116	0	1	4223	5333	3,167447965												
89	89	0	1	4224	5334	3,167604049												
362	13	0	0	4224	5335	3,167010309												
127	386	0	1	4225	5336	3,167166417												
152	391	0	1	4226	5337	3,167322466												
294	392	0	0	4226	5338	3,166729112												
355	191	0	1	4227	5339	3,166885184												
76	268	0	1	4228	5340	3,167041199												
102	314	0	1	4229	5341	3,167197154												
333	254	0	1	4230	5342	3,167353051												
23	138	0	1	4231	5343	3,16750889												
355	104	0	1	4232	5344	3,167664671												
11	374	0	0	4232	5345	3,16707203												
154	376	0	1	4233	5346	3,167227834												
181	210	0	1	4234	5347	3,16738358												
36	142	0	1	4235	5348	3,167539267												
40	323	0	0	4235	5349	3,166947093												
57	215	0	1	4236	5350	3,167102804												
24	261	0	1	4237	5351	3,167258456												
359	242	0	1	4238	5352	3,167414051												
370	255	0	1	4239	5353	3,167569587												
82	173	0	1	4240	5354	3,167725065												
29	164	0	1	4241	5355	3,167880486												
343	158	0	1	4242	5356	3,168035848												
352	135	0	1	4243	5357	3,168191152												
207	4	0	1	4244	5358	3,168346398												
220	5	0	1	4245	5359	3,168501586												
23	393	0	0	4245	5360	3,167910448												
381	297	0	0	4245	5361	3,16731953												
95	126	0	1	4246	5362	3,167474823												
173	297	0	1	4247	5363	3,167630058												
224	115	0	1	4248	5364	3,167785235												
110	348	0	1	4249	5365	3,167940354												
56	369	0	0	4249	5366	3,167349981												
141	87	0	1	4250	5367	3,167505124												
381	129	0	1	4251	5368	3,167660209												
322	102	0	1	4252	5369	3,167815236												
346	355	0	0	4252	5370	3,167225326												
111	25	0	1	4253	5371	3,167380376												
184	35	0	1	4254	5372	3,167535369												
333	341	0	1	4255	5373	3,167690303												
191	342	0	1	4256	5374	3,16784518												
246	208	0	1	4257	5375	3,168												
134	160	0	1	4258	5376	3,168154762												
107	42	0	1	4259	5377	3,168309466												
342	314	0	1	4260	5378	3,168464113												
235	159	0	1	4261	5379	3,168618702												
168	251	0	1	4262	5380	3,168773234												
22	158	0	1	4263	5381	3,168927709												
321	113	0	1	4264	5382	3,169082126												
222	229	0	1	4265	5383	3,169236485												
260	353	0	1	4266	5384	3,169390788												
260	141	0	1	4267	5385	3,169545032												
161	194	0	1	4268	5386	3,16969922												
267	309	0	1	4269	5387	3,169853351												
137	400	0	0	4269	5388	3,169265033												
56	319	0	1	4270	5389	3,169419187												
97	143	0	1	4271	5390	3,169573284												
97	16	0	0	4271	5391	3,168985346												
303	368	0	1	4272	5392	3,169139466												
385	56	0	0	4272	5393	3,168551826												
343	178	0	1	4273	5394	3,16870597												
228	243	0	1	4274	5395	3,168860056												
85	149	0	1	4275	5396	3,169014085												
250	65	0	1	4276	5397	3,169168056												
218	95	0	1	4277	5398	3,169321971												
213	385	0	1	4278	5399	3,169475829												
165	235	0	1	4279	5400	3,16962963												
182	382	0	1	4280	5401	3,169783373												
131	29	0	1	4281	5402	3,16993706												
234	385	0	1	4282	5403	3,17009069												
35	356	0	0	4282	5404	3,169504071												
306	276	0	1	4283	5405	3,169657724												
271	293	0	1	4284	5406	3,169811321												
200	140	0	1	4285	5407	3,16996486												
201	337	0	1	4286	5408	3,170118343												
231	365	0	1	4287	5409	3,170271769												
230	268	0	1	4288	5410	3,170425139												
342	102	0	1	4289	5411	3,170578451												
327	290	0	1	4290	5412	3,170731707												
207	340	0	1	4291	5413	3,170884907												
370	355	0	0	4291	5414	3,170299224												
53	226	0	1	4292	5415	3,170452447												
66	199	0	1	4293	5416	3,170605613												
279	247	0	1	4294	5417	3,170758723												
107	57	0	1	4295	5418	3,170911776												
271	120	0	1	4296	5419	3,171064772												
167	78	0	1	4297	5420	3,171217712												
244	30	0	1	4298	5421	3,171370596												
296	63	0	1	4299	5422	3,171523423												
6	341	0	0	4299	5423	3,170938595												
100	53	0	1	4300	5424	3,171091445												
87	271	0	1	4301	5425	3,17124424												
201	228	0	1	4302	5426	3,171396978												
3	340	0	0	4302	5427	3,170812604												
316	162	0	1	4303	5428	3,170965365												
376	184	0	1	4304	5429	3,17111807												
164	352	0	1	4305	5430	3,171270718												
317	72	0	1	4306	5431	3,171423311												
384	310	0	0	4306	5432	3,17083947												
100	329	0	1	4307	5433	3,170992085												
333	62	0	1	4308	5434	3,171144645												
34	226	0	1	4309	5435	3,171297148												
142	48	0	1	4310	5436	3,171449595												
296	105	0	1	4311	5437	3,171601986												
322	29	0	0	4311	5438	3,171018757												
133	245	0	1	4312	5439	3,171171171												
364	175	0	1	4313	5440	3,171323529												
95	186	0	1	4314	5441	3,171475832												
359	290	0	1	4315	5442	3,171628078												
240	87	0	1	4316	5443	3,171780268												
36	254	0	1	4317	5444	3,171932403												
226	54	0	1	4318	5445	3,172084481												
306	87	0	1	4319	5446	3,172236504												
301	309	0	1	4320	5447	3,172388471												
375	184	0	1	4321	5448	3,172540382												
218	209	0	1	4322	5449	3,172692237												
275	235	0	1	4323	5450	3,172844037												
71	380	0	0	4323	5451	3,17226197												
124	173	0	1	4324	5452	3,172413793												
115	246	0	1	4325	5453	3,17256556												
99	395	0	0	4325	5454	3,171983865												
377	73	0	0	4325	5455	3,171402383												
224	168	0	1	4326	5456	3,171554252												
384	373	0	0	4326	5457	3,170973062												
228	88	0	1	4327	5458	3,171124954												
201	235	0	1	4328	5459	3,171276791												
59	108	0	1	4329	5460	3,171428571												
71	55	0	1	4330	5461	3,171580297												
21	383	0	0	4330	5462	3,170999634												
0	38	0	0	4330	5463	3,170419184												
63	70	0	1	4331	5464	3,17057101												
65	286	0	1	4332	5465	3,170722781												
195	236	0	1	4333	5466	3,170874497												
332	47	0	0	4333	5467	3,170294494												
275	252	0	1	4334	5468	3,170446233												
2	174	0	1	4335	5469	3,170597916												
212	316	0	1	4336	5470	3,170749543												
86	156	0	1	4337	5471	3,170901115												
185	33	0	1	4338	5472	3,171052632												
41	80	0	1	4339	5473	3,171204093												
331	56	0	1	4340	5474	3,171355499												
3	46	0	0	4340	5475	3,170776256												
52	126	0	1	4341	5476	3,170927684												
362	154	0	1	4342	5477	3,171079058												
262	370	0	1	4343	5478	3,171230376												
304	391	0	0	4343	5479	3,170651579												
276	238	0	1	4344	5480	3,17080292												
52	345	0	0	4344	5481	3,170224412												
343	259	0	1	4345	5482	3,170375775												
79	310	0	1	4346	5483	3,170527084												
361	351	0	0	4346	5484	3,169948942												
51	311	0	1	4347	5485	3,170100273												
358	154	0	1	4348	5486	3,170251549												
169	186	0	1	4349	5487	3,17040277												
16	121	0	0	4349	5488	3,169825073												
34	140	0	1	4350	5489	3,169976316												
132	187	0	1	4351	5490	3,170127505												
354	388	0	0	4351	5491	3,169550173												
25	135	0	1	4352	5492	3,169701384												
175	139	0	1	4353	5493	3,16985254												
116	372	0	1	4354	5494	3,17000364												
196	239	0	1	4355	5495	3,170154686												
201	40	0	1	4356	5496	3,170305677												
144	107	0	1	4357	5497	3,170456613												
399	23	0	0	4357	5498	3,169879956												
106	294	0	1	4358	5499	3,170030915												
326	245	0	1	4359	5500	3,170181818												
312	300	0	1	4360	5501	3,170332667												
251	50	0	1	4361	5502	3,170483461												
355	306	0	1	4362	5503	3,1706342												
396	301	0	0	4362	5504	3,17005814												
171	1	0	0	4362	5505	3,169482289												
24	377	0	0	4362	5506	3,168906647												
345	123	0	1	4363	5507	3,169057563												
271	68	0	1	4364	5508	3,169208424												
89	243	0	1	4365	5509	3,16935923												
40	266	0	1	4366	5510	3,169509982												
98	110	0	1	4367	5511	3,169660679												
8	327	0	0	4367	5512	3,169085631												
391	214	0	1	4368	5513	3,16923635												
50	115	0	1	4369	5514	3,169387015												
381	256	0	1	4370	5515	3,169537625												
232	310	0	1	4371	5516	3,16968818												
59	299	0	1	4372	5517	3,16983868												
166	382	0	1	4373	5518	3,169989126												
112	283	0	1	4374	5519	3,170139518												
241	368	0	1	4375	5520	3,170289855												
236	31	0	1	4376	5521	3,170440138												
252	345	0	1	4377	5522	3,170590366												
209	189	0	1	4378	5523	3,17074054												
125	291	0	1	4379	5524	3,170890659												
357	69	0	0	4379	5525	3,170316742												
166	113	0	1	4380	5526	3,170466884												
317	169	0	1	4381	5527	3,170616971												
141	149	0	1	4382	5528	3,170767004												
66	388	0	0	4382	5529	3,170193525												
284	133	0	1	4383	5530	3,17034358												
398	204	0	1	4384	5531	3,170493582												
244	236	0	1	4385	5532	3,170643529												
203	289	0	1	4386	5533	3,170793421												
51	372	0	0	4386	5534	3,170220455												
42	326	0	0	4386	5535	3,169647696												
242	316	0	1	4387	5536	3,169797688												
80	80	0	1	4388	5537	3,169947625												
62	160	0	1	4389	5538	3,170097508												
392	113	0	0	4389	5539	3,169525185												
107	8	0	0	4389	5540	3,168953069												
62	330	0	1	4390	5541	3,16910305												
65	45	0	0	4390	5542	3,168531216												
316	157	0	1	4391	5543	3,16868122												
92	306	0	1	4392	5544	3,168831169												
54	165	0	1	4393	5545	3,168981064												
359	346	0	0	4393	5546	3,168409665												
107	219	0	1	4394	5547	3,168559582												
335	76	0	1	4395	5548	3,168709445												
2	164	0	0	4395	5549	3,168138403												
87	249	0	1	4396	5550	3,168288288												
343	308	0	1	4397	5551	3,168438119												
254	97	0	1	4398	5552	3,168587896												
301	122	0	1	4399	5553	3,168737619												
398	139	0	0	4399	5554	3,168167087												
261	13	0	1	4400	5555	3,168316832												
113	302	0	1	4401	5556	3,168466523												
57	216	0	1	4402	5557	3,16861616												
220	86	0	1	4403	5558	3,168765743												
350	5	0	0	4403	5559	3,168195719												
376	275	0	1	4404	5560	3,168345324												
81	263	0	1	4405	5561	3,168494875												
36	359	0	0	4405	5562	3,167925207												
273	269	0	1	4406	5563	3,16807478												
259	160	0	1	4407	5564	3,168224299												
253	43	0	1	4408	5565	3,168373765												
396	16	0	0	4408	5566	3,167804527												
65	351	0	0	4408	5567	3,167235495												
32	383	0	0	4408	5568	3,166666667												
280	176	0	1	4409	5569	3,166816305												
380	364	0	0	4409	5570	3,166247756												
206	353	0	1	4410	5571	3,166397415												
343	208	0	1	4411	5572	3,166547021												
26	220	0	1	4412	5573	3,166696573												
350	162	0	1	4413	5574	3,166846071												
254	277	0	1	4414	5575	3,166995516												
55	36	0	0	4414	5576	3,166427547												
88	396	0	0	4414	5577	3,165859781												
372	189	0	1	4415	5578	3,166009322												
303	225	0	1	4416	5579	3,16615881												
146	219	0	1	4417	5580	3,166308244												
204	326	0	1	4418	5581	3,166457624												
31	184	0	1	4419	5582	3,166606951												
220	389	0	1	4420	5583	3,166756224												
349	103	0	1	4421	5584	3,166905444												
348	29	0	0	4421	5585	3,166338406												
22	255	0	1	4422	5586	3,166487648												
203	129	0	1	4423	5587	3,166636836												
80	362	0	0	4423	5588	3,16607015												
373	50	0	0	4423	5589	3,165503668												
190	231	0	1	4424	5590	3,165652952												
141	380	0	1	4425	5591	3,165802182												
299	298	0	1	4426	5592	3,165951359												
248	45	0	1	4427	5593	3,166100483												
332	214	0	1	4428	5594	3,166249553												
262	16	0	1	4429	5595	3,16639857												
316	75	0	1	4430	5596	3,166547534												
73	216	0	1	4431	5597	3,166696445												
342	277	0	1	4432	5598	3,166845302												
307	99	0	1	4433	5599	3,166994106												
248	48	0	1	4434	5600	3,167142857												
192	168	0	1	4435	5601	3,167291555												
238	342	0	1	4436	5602	3,1674402												
255	213	0	1	4437	5603	3,167588792												
164	226	0	1	4438	5604	3,16773733												
11	31	0	0	4438	5605	3,167172168												
348	209	0	1	4439	5606	3,167320728												
72	10	0	0	4439	5607	3,166755841												
326	277	0	1	4440	5608	3,166904422												
244	20	0	1	4441	5609	3,167052951												
79	279	0	1	4442	5610	3,167201426												
255	342	0	1	4443	5611	3,167349849												
78	343	0	1	4444	5612	3,167498218												
201	237	0	1	4445	5613	3,167646535												
180	137	0	1	4446	5614	3,167794799												
201	255	0	1	4447	5615	3,16794301												
19	208	0	1	4448	5616	3,168091168												
313	76	0	1	4449	5617	3,168239274												
367	268	0	1	4450	5618	3,168387326												
14	13	0	0	4450	5619	3,167823456												
320	211	0	1	4451	5620	3,16797153												
105	66	0	1	4452	5621	3,168119552												
358	87	0	1	4453	5622	3,16826752												
292	76	0	1	4454	5623	3,168415437												
42	80	0	1	4455	5624	3,1685633												
245	28	0	1	4456	5625	3,168711111												
226	373	0	1	4457	5626	3,16885887												
129	58	0	1	4458	5627	3,169006575												
140	225	0	1	4459	5628	3,169154229												
175	357	0	1	4460	5629	3,16930183												
135	58	0	1	4461	5630	3,169449378												
76	209	0	1	4462	5631	3,169596874												
254	143	0	1	4463	5632	3,169744318												
147	349	0	1	4464	5633	3,16989171												
361	240	0	1	4465	5634	3,170039049												
81	377	0	0	4465	5635	3,169476486												
246	127	0	1	4466	5636	3,169623847												
77	70	0	1	4467	5637	3,169771155												
21	115	0	1	4468	5638	3,169918411												
85	13	0	0	4468	5639	3,169356269												
224	160	0	1	4469	5640	3,169503546												
228	229	0	1	4470	5641	3,169650771												
393	75	0	0	4470	5642	3,169088976												
204	383	0	1	4471	5643	3,169236222												
227	135	0	1	4472	5644	3,169383416												
360	383	0	0	4472	5645	3,168821966												
68	113	0	1	4473	5646	3,168969182												
135	36	0	1	4474	5647	3,169116345												
201	212	0	1	4475	5648	3,169263456												
117	46	0	1	4476	5649	3,169410515												
257	121	0	1	4477	5650	3,169557522												
101	148	0	1	4478	5651	3,169704477												
213	374	0	1	4479	5652	3,16985138												
188	216	0	1	4480	5653	3,169998231												
362	395	0	0	4480	5654	3,169437566												
130	357	0	1	4481	5655	3,169584439												
75	345	0	1	4482	5656	3,169731259												
12	34	0	0	4482	5657	3,169170939												
241	188	0	1	4483	5658	3,16931778												
25	283	0	1	4484	5659	3,16946457												
190	246	0	1	4485	5660	3,169611307												
162	201	0	1	4486	5661	3,169757993												
56	376	0	0	4486	5662	3,169198163												
170	345	0	1	4487	5663	3,16934487												
75	268	0	1	4488	5664	3,169491525												
259	161	0	1	4489	5665	3,169638129												
195	388	0	1	4490	5666	3,169784681												
364	186	0	1	4491	5667	3,169931181												
268	351	0	1	4492	5668	3,170077629												
381	180	0	1	4493	5669	3,170224025												
0	317	0	0	4493	5670	3,169664903												
257	32	0	1	4494	5671	3,169811321												
268	346	0	1	4495	5672	3,169957687												
128	198	0	1	4496	5673	3,170104001												
220	323	0	1	4497	5674	3,170250264												
42	118	0	1	4498	5675	3,170396476												
249	105	0	1	4499	5676	3,170542636												
102	319	0	1	4500	5677	3,170688744												
253	164	0	1	4501	5678	3,170834801												
368	61	0	0	4501	5679	3,170276457												
319	37	0	0	4501	5680	3,16971831												
37	13	0	0	4501	5681	3,169160359												
353	282	0	1	4502	5682	3,169306582												
35	384	0	0	4502	5683	3,1687489												
179	64	0	1	4503	5684	3,168895144												
33	195	0	1	4504	5685	3,169041337												
201	163	0	1	4505	5686	3,169187478												
81	375	0	0	4505	5687	3,168630209												
355	196	0	1	4506	5688	3,168776371												
291	325	0	1	4507	5689	3,168922482												
363	95	0	1	4508	5690	3,169068541												
8	349	0	0	4508	5691	3,168511685												
254	332	0	1	4509	5692	3,168657765												
321	170	0	1	4510	5693	3,168803794												
98	224	0	1	4511	5694	3,168949772												
235	336	0	1	4512	5695	3,169095698												
153	336	0	1	4513	5696	3,169241573												
224	370	0	1	4514	5697	3,169387397												
382	148	0	1	4515	5698	3,16953317												
19	302	0	0	4515	5699	3,168977014												
261	181	0	1	4516	5700	3,169122807												
312	373	0	0	4516	5701	3,168566918												
133	67	0	1	4517	5702	3,168712732												
57	240	0	1	4518	5703	3,168858496												
147	253	0	1	4519	5704	3,169004208												
315	1	0	0	4519	5705	3,168448729												
327	72	0	1	4520	5706	3,168594462												
309	314	0	1	4521	5707	3,168740144												
257	110	0	1	4522	5708	3,168885774												
158	178	0	1	4523	5709	3,169031354												
28	186	0	1	4524	5710	3,169176883												
291	335	0	1	4525	5711	3,16932236												
76	110	0	1	4526	5712	3,169467787												
355	365	0	0	4526	5713	3,168913005												
173	153	0	1	4527	5714	3,169058453												
310	157	0	1	4528	5715	3,16920385												
161	174	0	1	4529	5716	3,169349195												
238	339	0	1	4530	5717	3,16949449												
288	1	0	0	4530	5718	3,168940189												
73	339	0	1	4531	5719	3,169085504												
177	244	0	1	4532	5720	3,169230769												
165	325	0	1	4533	5721	3,169375983												
286	121	0	1	4534	5722	3,169521146												
37	113	0	1	4535	5723	3,169666259												
27	80	0	0	4535	5724	3,169112509												
195	378	0	1	4536	5725	3,169257642												
289	117	0	1	4537	5726	3,169402724												
186	385	0	1	4538	5727	3,169547756												
307	83	0	1	4539	5728	3,169692737												
283	193	0	1	4540	5729	3,169837668												
224	257	0	1	4541	5730	3,169982548												
243	345	0	1	4542	5731	3,170127377												
144	86	0	1	4543	5732	3,170272156												
206	228	0	1	4544	5733	3,170416885												
398	22	0	0	4544	5734	3,169863969												
49	117	0	1	4545	5735	3,170008718												
84	305	0	1	4546	5736	3,170153417												
372	5	0	0	4546	5737	3,169600837												
170	273	0	1	4547	5738	3,169745556												
139	220	0	1	4548	5739	3,169890225												
355	125	0	1	4549	5740	3,170034843												
48	274	0	1	4550	5741	3,170179411												
129	247	0	1	4551	5742	3,170323929												
297	226	0	1	4552	5743	3,170468396												
123	263	0	1	4553	5744	3,170612813												
59	361	0	0	4553	5745	3,170060923												
310	397	0	0	4553	5746	3,169509224												
249	167	0	1	4554	5747	3,169653732												
69	193	0	1	4555	5748	3,169798191												
187	180	0	1	4556	5749	3,169942599												
1	384	0	0	4556	5750	3,169391304												
255	230	0	1	4557	5751	3,169535733												
145	93	0	1	4558	5752	3,169680111												
45	109	0	1	4559	5753	3,169824439												
125	14	0	0	4559	5754	3,169273549												
25	291	0	1	4560	5755	3,169417897												
387	45	0	0	4560	5756	3,168867269												
333	149	0	1	4561	5757	3,169011638												
200	239	0	1	4562	5758	3,169155957												
109	238	0	1	4563	5759	3,169300226												
227	7	0	1	4564	5760	3,169444444												
142	13	0	1	4565	5761	3,169588613												
147	380	0	1	4566	5762	3,169732732												
159	107	0	1	4567	5763	3,1698768												
17	72	0	0	4567	5764	3,169326856												
374	18	0	0	4567	5765	3,168777103												
385	267	0	1	4568	5766	3,168921263												
196	293	0	1	4569	5767	3,169065372												
328	307	0	1	4570	5768	3,169209431												
245	24	0	1	4571	5769	3,169353441												
270	181	0	1	4572	5770	3,1694974												
1	380	0	0	4572	5771	3,168948189												
69	100	0	1	4573	5772	3,169092169												
258	199	0	1	4574	5773	3,169236099												
358	172	0	1	4575	5774	3,169379979												
286	365	0	1	4576	5775	3,16952381												
322	238	0	1	4577	5776	3,16966759												
59	243	0	1	4578	5777	3,169811321												
378	330	0	0	4578	5778	3,169262721												
8	242	0	1	4579	5779	3,169406472												
44	215	0	1	4580	5780	3,169550173												
321	128	0	1	4581	5781	3,169693825												
185	12	0	1	4582	5782	3,169837426												
296	207	0	1	4583	5783	3,169980979												
270	45	0	1	4584	5784	3,170124481												
171	349	0	1	4585	5785	3,170267934												
33	30	0	0	4585	5786	3,169720014												
61	104	0	1	4586	5787	3,169863487												
129	14	0	1	4587	5788	3,170006911												
328	112	0	1	4588	5789	3,170150285												
346	66	0	1	4589	5790	3,17029361												
59	375	0	0	4589	5791	3,169746158												
126	383	0	1	4590	5792	3,169889503												
68	131	0	1	4591	5793	3,170032798												
79	168	0	1	4592	5794	3,170176044												
179	77	0	1	4593	5795	3,170319241												
332	336	0	1	4594	5796	3,170462388												
178	258	0	1	4595	5797	3,170605486												
142	387	0	1	4596	5798	3,170748534												
201	385	0	1	4597	5799	3,170891533												
22	58	0	0	4597	5800	3,170344828												
98	344	0	1	4598	5801	3,170487847												
320	240	0	1	4599	5802	3,170630817												
384	196	0	1	4600	5803	3,170773738												
221	59	0	1	4601	5804	3,170916609												
384	341	0	0	4601	5805	3,17037037												
156	114	0	1	4602	5806	3,170513262												
169	315	0	1	4603	5807	3,170656105												
52	361	0	0	4603	5808	3,170110193												
81	215	0	1	4604	5809	3,170253056												
386	348	0	0	4604	5810	3,169707401												
16	180	0	1	4605	5811	3,169850284												
58	368	0	0	4605	5812	3,169304886												
316	66	0	1	4606	5813	3,169447789												
276	172	0	1	4607	5814	3,169590643												
129	136	0	1	4608	5815	3,169733448												
284	272	0	1	4609	5816	3,169876204												
174	323	0	1	4610	5817	3,17001891												
74	291	0	1	4611	5818	3,170161568												
56	45	0	0	4611	5819	3,169616773												
235	214	0	1	4612	5820	3,16975945												
47	151	0	1	4613	5821	3,169902079												
321	141	0	1	4614	5822	3,170044658												
263	225	0	1	4615	5823	3,170187189												
313	386	0	0	4615	5824	3,169642857												
162	15	0	1	4616	5825	3,169785408												
16	144	0	1	4617	5826	3,169927909												
227	367	0	1	4618	5827	3,170070362												
179	212	0	1	4619	5828	3,170212766												
301	350	0	1	4620	5829	3,170355121												
161	83	0	1	4621	5830	3,170497427												
342	67	0	1	4622	5831	3,170639684												
322	308	0	1	4623	5832	3,170781893												
358	24	0	0	4623	5833	3,170238299												
66	12	0	0	4623	5834	3,169694892												
172	201	0	1	4624	5835	3,169837189												
338	90	0	1	4625	5836	3,169979438												
233	171	0	1	4626	5837	3,170121638												
388	346	0	0	4626	5838	3,169578623												
234	236	0	1	4627	5839	3,169720843												
98	249	0	1	4628	5840	3,169863014												
312	124	0	1	4629	5841	3,170005136												
179	2	0	1	4630	5842	3,17014721												
208	389	0	1	4631	5843	3,170289235												
342	205	0	1	4632	5844	3,170431211												
208	262	0	1	4633	5845	3,170573139												
170	316	0	1	4634	5846	3,170715019												
388	271	0	0	4634	5847	3,170172738												
8	397	0	0	4634	5848	3,169630643												
161	397	0	0	4634	5849	3,169088733												
224	18	0	1	4635	5850	3,169230769												
39	101	0	1	4636	5851	3,169372757												
155	286	0	1	4637	5852	3,169514696												
259	183	0	1	4638	5853	3,169656586												
235	39	0	1	4639	5854	3,169798428												
199	186	0	1	4640	5855	3,169940222												
271	63	0	1	4641	5856	3,170081967												
196	41	0	1	4642	5857	3,170223664												
72	116	0	1	4643	5858	3,170365312												
204	233	0	1	4644	5859	3,170506912												
387	326	0	0	4644	5860	3,16996587												
76	201	0	1	4645	5861	3,17010749												
19	91	0	0	4645	5862	3,169566701												
285	86	0	1	4646	5863	3,16970834												
108	214	0	1	4647	5864	3,169849932												
21	380	0	0	4647	5865	3,169309463												
327	292	0	1	4648	5866	3,169451074												
389	200	0	1	4649	5867	3,169592637												
112	349	0	1	4650	5868	3,169734151												
158	208	0	1	4651	5869	3,169875618												
19	102	0	0	4651	5870	3,169335605												
350	175	0	1	4652	5871	3,169477091												
103	88	0	1	4653	5872	3,169618529												
60	214	0	1	4654	5873	3,169759918												
16	312	0	0	4654	5874	3,169220293												
244	293	0	1	4655	5875	3,169361702												
103	225	0	1	4656	5876	3,169503063												
95	161	0	1	4657	5877	3,169644376												
105	307	0	1	4658	5878	3,169785641												
248	214	0	1	4659	5879	3,169926858												
88	237	0	1	4660	5880	3,170068027												
117	271	0	1	4661	5881	3,170209148												
393	396	0	0	4661	5882	3,16967018												
347	232	0	1	4662	5883	3,169811321												
104	149	0	1	4663	5884	3,169952413												
229	242	0	1	4664	5885	3,170093458												
150	328	0	1	4665	5886	3,170234455												
345	341	0	0	4665	5887	3,16969594												
230	367	0	1	4666	5888	3,169836957												
58	285	0	1	4667	5889	3,169977925												
279	206	0	1	4668	5890	3,170118846												
148	97	0	1	4669	5891	3,170259718												
86	374	0	0	4669	5892	3,169721656												
96	389	0	0	4669	5893	3,169183777												
356	161	0	1	4670	5894	3,169324737												
73	234	0	1	4671	5895	3,169465649												
131	350	0	1	4672	5896	3,169606513												
297	192	0	1	4673	5897	3,169747329												
315	187	0	1	4674	5898	3,169888098												
216	243	0	1	4675	5899	3,170028818												
400	144	0	0	4675	5900	3,169491525												
296	362	0	1	4676	5901	3,169632266												
375	4	0	0	4676	5902	3,169095222												
242	43	0	1	4677	5903	3,169235982												
21	320	0	0	4677	5904	3,168699187												
74	290	0	1	4678	5905	3,168839966												
99	399	0	0	4678	5906	3,16830342												
135	213	0	1	4679	5907	3,168444219												
188	204	0	1	4680	5908	3,16858497												
118	86	0	1	4681	5909	3,168725673												
54	384	0	0	4681	5910	3,168189509												
381	331	0	0	4681	5911	3,167653527												
156	282	0	1	4682	5912	3,167794317												
247	386	0	1	4683	5913	3,167935058												
97	18	0	0	4683	5914	3,167399391												
257	16	0	1	4684	5915	3,167540152												
122	187	0	1	4685	5916	3,167680865												
44	349	0	0	4685	5917	3,167145513												
239	8	0	1	4686	5918	3,167286245												
348	374	0	0	4686	5919	3,16675114												
389	189	0	1	4687	5920	3,166891892												
298	339	0	1	4688	5921	3,167032596												
278	72	0	1	4689	5922	3,167173252												
397	393	0	0	4689	5923	3,166638528												
288	69	0	1	4690	5924	3,166779203												
68	37	0	0	4690	5925	3,166244726												
45	296	0	1	4691	5926	3,16638542												
174	67	0	1	4692	5927	3,166526067												
307	30	0	0	4692	5928	3,165991903												
147	219	0	1	4693	5929	3,166132569												
